repo,project,package,version
src,OrchardCore.Scripting.JavaScript,Jint,
src,OrchardCore.Contents.Core,YesSql.Filters.Query,
src,OrchardCore.Users.Core,YesSql.Filters.Query,
src,OrchardCore.FileStorage.AmazonS3,AWSSDK.S3,
src,OrchardCore.FileStorage.AmazonS3,AWSSDK.Extensions.NETCore.Setup,
src,OrchardCore.Data.YesSql.Abstractions,YesSql.Abstractions,
src,OrchardCore,ncrontab,
src,OrchardCore,NodaTime,
src,OrchardCore.Abstractions,Microsoft.IO.RecyclableMemoryStream,
src,OrchardCore.Abstractions,ZString,
src,OrchardCore.ReCaptcha.Core,Microsoft.Extensions.Http.Resilience,
src,OrchardCore.Sms.Core,libphonenumber-csharp,
src,OrchardCore.Sms.Core,Microsoft.Extensions.Http.Resilience,
src,OrchardCore.OpenId.Core,OpenIddict.Core,
src,OrchardCore.AuditTrail.Abstractions,YesSql.Filters.Query,
src,OrchardCore.Logging.Serilog,Serilog.AspNetCore,
test,OrchardCore.Tests,AngleSharp,
test,OrchardCore.Tests,Microsoft.AspNetCore.Mvc.Testing,
test,OrchardCore.Tests,Moq,
test,OrchardCore.Tests,xunit.v3.mtp-v2,
test,OrchardCore.Benchmarks,BenchmarkDotNet,
test,OrchardCore.Application.Pages,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation,
test,OrchardCore.Abstractions.Tests,AngleSharp,
test,OrchardCore.Abstractions.Tests,Lorem.Universal.NET,
test,OrchardCore.Abstractions.Tests,Microsoft.AspNetCore.Mvc.Testing,
test,OrchardCore.Abstractions.Tests,Moq,
test,OrchardCore.Abstractions.Tests,xunit.v3.mtp-v2,
