repo,project,package,version
NuGet.Client,NuGet.VisualStudio.Implementation,Microsoft.VisualStudio.Sdk,
NuGet.Client,NuGet.VisualStudio.Implementation,Microsoft.VSSDK.BuildTools,
NuGet.Client,NuGet.Tools,Microsoft.VisualStudio.Sdk,
NuGet.Client,NuGet.Tools,Microsoft.VSSDK.BuildTools,
NuGet.Client,NuGet.VisualStudio.Common,Microsoft.Build,
NuGet.Client,NuGet.VisualStudio.Common,Microsoft.Build.Tasks.Core,
NuGet.Client,NuGet.VisualStudio.Common,Microsoft.Build.Utilities.Core,
NuGet.Client,NuGet.VisualStudio.Common,Microsoft.Internal.VisualStudio.Shell.Framework,
NuGet.Client,NuGet.VisualStudio.Common,Microsoft.VisualStudio.ProjectSystem,
NuGet.Client,NuGet.VisualStudio.Common,Microsoft.VisualStudio.Sdk,
NuGet.Client,NuGet.VisualStudio.Interop,Microsoft.VisualStudio.Shell.15.0,
NuGet.Client,NuGet.VisualStudio.Interop,Microsoft.VisualStudio.Shell.Styles,
NuGet.Client,NuGet.VisualStudio.Interop,Newtonsoft.Json,
NuGet.Client,NuGet.PackageManagement.PowerShellCmdlets,Microsoft.VisualStudio.Sdk,
NuGet.Client,NuGet.PackageManagement,Microsoft.Web.Xdt,
NuGet.Client,NuGet.PackageManagement,Microsoft.CSharp,
NuGet.Client,NuGet.PackageManagement,System.ComponentModel.Composition,
NuGet.Client,NuGet.Commands,Microsoft.Extensions.FileSystemGlobbing,
NuGet.Client,NuGet.Commands,Microsoft.Extensions.FileProviders.Abstractions,
NuGet.Client,NuGet.ProjectModel,System.Collections.Immutable,
NuGet.Client,NuGet.ProjectModel,System.Text.Json,
NuGet.Client,NuGet.Packaging,Newtonsoft.Json,
NuGet.Client,NuGet.Packaging,System.Text.Json,
NuGet.Client,NuGet.Packaging,System.Security.Cryptography.Pkcs,
NuGet.Client,NuGet.Build.Tasks.Console,Microsoft.Build.Framework,
NuGet.Client,NuGet.Build.Tasks.Console,Microsoft.Build,
NuGet.Client,NuGet.Build.Tasks.Console,Microsoft.Build.Tasks.Core,
NuGet.Client,NuGet.Build.Tasks.Console,Microsoft.Build.Utilities.Core,
NuGet.Client,NuGet.CommandLine.XPlat,Microsoft.Extensions.CommandLineUtils.Sources,
NuGet.Client,NuGet.CommandLine.XPlat,Microsoft.Build,
NuGet.Client,NuGet.CommandLine.XPlat,Spectre.Console,
NuGet.Client,NuGet.CommandLine.XPlat,System.CommandLine,
NuGet.Client,NuGet.CommandLine.XPlat,Microsoft.Build.Locator,
NuGet.Client,NuGet.LibraryModel,System.Collections.Immutable,
NuGet.Client,Microsoft.Build.NuGetSdkResolver,Microsoft.Build.Framework,
NuGet.Client,NuGet.Build.Tasks.Pack,Microsoft.Build.Framework,
NuGet.Client,NuGet.Build.Tasks.Pack,Microsoft.Build.Tasks.Core,
NuGet.Client,NuGet.Build.Tasks.Pack,Microsoft.Build.Utilities.Core,
NuGet.Client,NuGet.Build.Tasks,System.Threading.Tasks.Dataflow,
NuGet.Client,NuGet.Build.Tasks,Microsoft.Build.Tasks.Core,
NuGet.Client,NuGet.Build.Tasks,Microsoft.Build.Utilities.Core,
NuGet.Client,NuGet.Protocol,System.Text.Json,
NuGet.Client,NuGet.Configuration,System.Security.Cryptography.ProtectedData,
NuGet.Client,NuGet.Common,System.Collections.Immutable,
NuGet.Client,Tools,Microsoft.ManifestTool.CrossPlatform,$(MicrosoftManifestToolCrossPlatformVersion)
NuGet.Client,Tools,Microsoft.VisualStudioEng.MicroBuild.Core,$(MicrosoftVisualStudioEngMicroBuildCoreVersion)
NuGet.Client,Tools,Microsoft.VisualStudioEng.MicroBuild.Plugins.SwixBuild,$(MicrosoftVisualStudioEngMicroBuildPluginsSwixBuildVersion)
NuGet.Client,Tools,Microsoft.DotNet.IBCMerge,$(MicrosoftDotNetIBCMergeVersion)
NuGet.Client,Tools,Drop.App,$(DropAppVersion)
NuGet.Client,ensure-nupkg-dependencies-on-source,System.CommandLine,
NuGet.Client,doc.tasks,Microsoft.Build.Framework,
NuGet.Client,doc.tasks,Microsoft.Build.Utilities.Core,
NuGet.Client,ship-public-apis,System.CommandLine,
