repo,project,references,referencePath,crossRepo
NuGet.Client,NuGet.SolutionRestoreManager.Test,NuGet.PackageManagement.VisualStudio,src/NuGet.Clients/NuGet.PackageManagement.VisualStudio/NuGet.PackageManagement.VisualStudio.csproj,False
NuGet.Client,NuGet.SolutionRestoreManager.Test,NuGet.SolutionRestoreManager,src/NuGet.Clients/NuGet.SolutionRestoreManager/NuGet.SolutionRestoreManager.csproj,False
NuGet.Client,NuGet.SolutionRestoreManager.Test,VisualStudio.Test.Utility,test/TestUtilities/VisualStudio.Test.Utility/VisualStudio.Test.Utility.csproj,False
NuGet.Client,NuGet.Tools.Test,NuGet.Tools,src/NuGet.Clients/NuGet.Tools/NuGet.Tools.csproj,False
NuGet.Client,NuGet.Tools.Test,VisualStudio.Test.Utility,test/TestUtilities/VisualStudio.Test.Utility/VisualStudio.Test.Utility.csproj,False
NuGet.Client,NuGet.PackageManagement.VisualStudio.Test,NuGet.PackageManagement.UI,src/NuGet.Clients/NuGet.PackageManagement.UI/NuGet.PackageManagement.UI.csproj,False
NuGet.Client,NuGet.PackageManagement.VisualStudio.Test,NuGet.PackageManagement.VisualStudio,src/NuGet.Clients/NuGet.PackageManagement.VisualStudio/NuGet.PackageManagement.VisualStudio.csproj,False
NuGet.Client,NuGet.PackageManagement.VisualStudio.Test,NuGet.VisualStudio.Common,src/NuGet.Clients/NuGet.VisualStudio.Common/NuGet.VisualStudio.Common.csproj,False
NuGet.Client,NuGet.PackageManagement.VisualStudio.Test,NuGet.VisualStudio,src/NuGet.Clients/NuGet.VisualStudio/NuGet.VisualStudio.csproj,False
NuGet.Client,NuGet.PackageManagement.VisualStudio.Test,VisualStudio.Test.Utility,test/TestUtilities/VisualStudio.Test.Utility/VisualStudio.Test.Utility.csproj,False
NuGet.Client,NuGet.CommandLine.Test,NuGet.CommandLine,src/NuGet.Clients/NuGet.CommandLine/NuGet.CommandLine.csproj,False
NuGet.Client,NuGet.CommandLine.Test,NuGet.Configuration.Test,test/NuGet.Core.Tests/NuGet.Configuration.Test/NuGet.Configuration.Test.csproj,False
NuGet.Client,NuGet.CommandLine.Test,SampleCommandLineExtensions,test/TestExtensions/SampleCommandLineExtensions/SampleCommandLineExtensions.csproj,False
NuGet.Client,NuGet.CommandLine.Test,TestableCredentialProvider,test/TestExtensions/TestablePluginCredentialProvider/TestableCredentialProvider.csproj,False
NuGet.Client,NuGet.CommandLine.Test,Test.Utility,test/TestUtilities/Test.Utility/Test.Utility.csproj,False
NuGet.Client,NuGet.MSSigning.Extensions.Test,Test.Utility,test/TestUtilities/Test.Utility/Test.Utility.csproj,False
NuGet.Client,NuGet.MSSigning.Extensions.Test,NuGet.MSSigning.Extensions,src/NuGet.Clients/NuGet.MSSigning.Extensions/NuGet.MSSigning.Extensions.csproj,False
NuGet.Client,NuGet.Indexing.Test,NuGet.Indexing,src/NuGet.Clients/NuGet.Indexing/NuGet.Indexing.csproj,False
NuGet.Client,NuGetConsole.Host.PowerShell.Test,NuGet.PackageManagement.PowerShellCmdlets,src/NuGet.Clients/NuGet.PackageManagement.PowerShellCmdlets/NuGet.PackageManagement.PowerShellCmdlets.csproj,False
NuGet.Client,NuGetConsole.Host.PowerShell.Test,VisualStudio.Test.Utility,test/TestUtilities/VisualStudio.Test.Utility/VisualStudio.Test.Utility.csproj,False
NuGet.Client,NuGet.VisualStudio.Internal.Contracts.Test,NuGet.VisualStudio.Internal.Contracts,src/NuGet.Clients/NuGet.VisualStudio.Internal.Contracts/NuGet.VisualStudio.Internal.Contracts.csproj,False
NuGet.Client,NuGet.VisualStudio.Common.Test,NuGet.PackageManagement.Test,test/NuGet.Core.Tests/NuGet.PackageManagement.Test/NuGet.PackageManagement.Test.csproj,False
NuGet.Client,NuGet.VisualStudio.Common.Test,VisualStudio.Test.Utility,test/TestUtilities/VisualStudio.Test.Utility/VisualStudio.Test.Utility.csproj,False
NuGet.Client,NuGet.VisualStudio.Implementation.Test,NuGet.VisualStudio.Implementation,src/NuGet.Clients/NuGet.VisualStudio.Implementation/NuGet.VisualStudio.Implementation.csproj,False
NuGet.Client,NuGet.VisualStudio.Implementation.Test,VisualStudio.Test.Utility,test/TestUtilities/VisualStudio.Test.Utility/VisualStudio.Test.Utility.csproj,False
NuGet.Client,NuGet.PackageManagement.UI.Test,NuGet.PackageManagement.UI,src/NuGet.Clients/NuGet.PackageManagement.UI/NuGet.PackageManagement.UI.csproj,False
NuGet.Client,NuGet.PackageManagement.UI.Test,NuGet.PackageManagement.VisualStudio,src/NuGet.Clients/NuGet.PackageManagement.VisualStudio/NuGet.PackageManagement.VisualStudio.csproj,False
NuGet.Client,NuGet.PackageManagement.UI.Test,NuGet.VisualStudio,src/NuGet.Clients/NuGet.VisualStudio/NuGet.VisualStudio.csproj,False
NuGet.Client,NuGet.PackageManagement.UI.Test,VisualStudio.Test.Utility,test/TestUtilities/VisualStudio.Test.Utility/VisualStudio.Test.Utility.csproj,False
NuGet.Client,Microsoft.Internal.NuGet.Testing.SignedPackages,NuGet.Packaging,src/NuGet.Core/NuGet.Packaging/NuGet.Packaging.csproj,False
NuGet.Client,Test.Utility,NuGet.PackageManagement,src/NuGet.Core/NuGet.PackageManagement/NuGet.PackageManagement.csproj,False
NuGet.Client,Test.Utility,Microsoft.Internal.NuGet.Testing.SignedPackages,test/TestUtilities/Microsoft.Internal.NuGet.Testing.SignedPackages/Microsoft.Internal.NuGet.Testing.SignedPackages.csproj,False
NuGet.Client,VisualStudio.Test.Utility,NuGet.PackageManagement.VisualStudio,src/NuGet.Clients/NuGet.PackageManagement.VisualStudio/NuGet.PackageManagement.VisualStudio.csproj,False
NuGet.Client,VisualStudio.Test.Utility,NuGet.PackageManagement,src/NuGet.Core/NuGet.PackageManagement/NuGet.PackageManagement.csproj,False
NuGet.Client,VisualStudio.Test.Utility,Microsoft.Internal.NuGet.Testing.SignedPackages,test/TestUtilities/Microsoft.Internal.NuGet.Testing.SignedPackages/Microsoft.Internal.NuGet.Testing.SignedPackages.csproj,False
NuGet.Client,VisualStudio.Test.Utility,Test.Utility,test/TestUtilities/Test.Utility/Test.Utility.csproj,False
NuGet.Client,NuGet.Tests.Apex.Daily,NuGet.VisualStudio,src/NuGet.Clients/NuGet.VisualStudio/NuGet.VisualStudio.csproj,False
NuGet.Client,NuGet.Tests.Apex.Daily,NuGet.VisualStudio.Contracts,src/NuGet.Clients/NuGet.VisualStudio.Contracts/NuGet.VisualStudio.Contracts.csproj,False
NuGet.Client,NuGet.Tests.Apex.Daily,Test.Utility,test/TestUtilities/Test.Utility/Test.Utility.csproj,False
NuGet.Client,NuGet.Tests.Apex.Daily,NuGet.Console.TestContract,test/NuGet.Tests.Apex/NuGet.Console.TestContract/NuGet.Console.TestContract.csproj,False
NuGet.Client,NuGet.Tests.Apex.Daily,NuGet.PackageManagement.UI.TestContract,test/NuGet.Tests.Apex/NuGet.PackageManagement.UI.TestContract/NuGet.PackageManagement.UI.TestContract.csproj,False
NuGet.Client,NuGet.Tests.Apex.Daily,NuGet.Tests.Apex,test/NuGet.Tests.Apex/NuGet.Tests.Apex/NuGet.Tests.Apex.csproj,False
NuGet.Client,NuGet.Tests.Apex.Daily,NuGet.VisualStudio.Client,src/NuGet.Clients/NuGet.VisualStudio.Client/NuGet.VisualStudio.Client.csproj,False
NuGet.Client,NuGet.Tests.Apex,NuGet.VisualStudio,src/NuGet.Clients/NuGet.VisualStudio/NuGet.VisualStudio.csproj,False
NuGet.Client,NuGet.Tests.Apex,NuGet.VisualStudio.Contracts,src/NuGet.Clients/NuGet.VisualStudio.Contracts/NuGet.VisualStudio.Contracts.csproj,False
NuGet.Client,NuGet.Tests.Apex,Test.Utility,test/TestUtilities/Test.Utility/Test.Utility.csproj,False
NuGet.Client,NuGet.Tests.Apex,NuGet.Console.TestContract,test/NuGet.Tests.Apex/NuGet.Console.TestContract/NuGet.Console.TestContract.csproj,False
