repo,project,package,version
src,KurrentDB.SecondaryIndexing.Tests,System.Linq.Async,
src,KurrentDB.Auth.LegacyAuthorizationWithStreamAuthorizationDisabled,System.ComponentModel.Composition,
src,KurrentDB.Auth.LegacyAuthorizationWithStreamAuthorizationDisabled,Serilog,
src,KurrentDB.SourceGenerators,Microsoft.CodeAnalysis.Analyzers,
src,KurrentDB.SourceGenerators,Microsoft.CodeAnalysis.CSharp,
src,KurrentDB.Auth.UserCertificates,Scrutor,
src,KurrentDB.Auth.UserCertificates,Serilog,
src,KurrentDB.Connectors.Contracts,Google.Api.CommonProtos,
src,KurrentDB.Connectors.Contracts,Google.Protobuf,
src,KurrentDB.Connectors.Contracts,Grpc.AspNetCore,
src,KurrentDB.Connectors.Tests,Kurrent.Surge,
src,KurrentDB.Connectors.Tests,Eventuous.Testing,
src,KurrentDB.Connectors,Google.Api.CommonProtos,
src,KurrentDB.Connectors,Kurrent.Surge,
src,KurrentDB.Connectors,Kurrent.Surge.Core,
src,KurrentDB.Connectors,Kurrent.Surge.DataProtection,
src,KurrentDB.Connectors,Kurrent.Connectors.Elasticsearch,
src,KurrentDB.Connectors,Kurrent.Connectors.Http,
src,KurrentDB.Connectors,Kurrent.Connectors.Kafka,
src,KurrentDB.Connectors,Kurrent.Connectors.MongoDB,
src,KurrentDB.Connectors,Kurrent.Connectors.RabbitMQ,
src,KurrentDB.Connectors,Kurrent.Connectors.Pulsar,
src,KurrentDB.Connectors,Kurrent.Connectors.Sql,
src,KurrentDB.Connectors,Eventuous.Application,
src,KurrentDB.Connectors,Eventuous.Extensions.AspNetCore,
src,KurrentDB.Connectors,Eventuous.Extensions.DependencyInjection,
src,KurrentDB.Connectors,FluentValidation.DependencyInjectionExtensions,
src,KurrentDB.Connectors,Grpc.StatusProto,
src,KurrentDB.Connectors,Microsoft.AspNetCore.Grpc.JsonTranscoding,
src,KurrentDB.Connectors,Serilog,
src,KurrentDB.Connectors,Serilog.Enrichers.Process,
src,KurrentDB.Connectors,Serilog.Enrichers.Thread,
src,KurrentDB.Connectors,Serilog.Expressions,
src,KurrentDB.Connectors,Serilog.Extensions.Logging,
src,KurrentDB.Connectors,Serilog.Settings.Configuration,
src,KurrentDB.Connectors,Serilog.Sinks.Async,
src,KurrentDB.Connectors,Serilog.Sinks.File,
src,KurrentDB.Connectors,Serilog.Sinks.Console,
src,KurrentDB.Connectors,Serilog.Formatting.Compact,
src,KurrentDB.Connectors,Serilog.Settings.Reloader,
src,KurrentDB.Connectors,Serilog.Sinks.Debug,
src,KurrentDB.Connectors,Serilog.Sinks.Seq,
src,KurrentDB.Connectors,Serilog.Enrichers.Environment,
src,KurrentDB.Connectors,System.Linq.Async,
src,KurrentDB.Testing,Bogus,
src,KurrentDB.Testing,DiffEngine,
src,KurrentDB.Testing,DotNext,
src,KurrentDB.Testing,Humanizer.Core,
src,KurrentDB.Testing,Microsoft.Extensions.Configuration,
